Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity PeriodUnc Location
P02356 307.798 125.728 1.83e-14 9.68e-15 4.13e-15 -0.0 0.88 undef 0 0 LeftF06
P04327 308.207 132.301 1.05e-11 4.61e-12 2.09e-12 0.028 0.71 36 0 0 LeftF06
P06371 308.153 125.037 4.61e-13 2.86e-13 1.16e-13 0.0 1.75 undef 0 0 LeftF06
P00139 308.304 131.885 2.10e-15 1.07e-15 4.01e-16 0.021 0.74 48 0 0 LeftF06
P05240 308.45 124.883 2.74e-16 1.80e-16 1.15e-16 0.001 2.44 undef 0 0 LeftF06
P06140 308.509 124.491 1.50e-14 8.47e-15 2.58e-15 0.001 2.45 undef 0 0 LeftF06
P01051 308.755 130.428 3.37e-14 2.49e-14 1.55e-14 0.015 0.44 67 0 0 LeftF06
P06066 308.676 124.984 2.61e-14 1.36e-14 6.20e-15 0.001 2.26 undef 0 0 LeftF06
P09255 308.701 124.022 1.97e-14 6.39e-14 1.33e-13 0.001 1.82 undef 0 0 LeftF06
P05839 308.911 124.416 2.69e-16 1.70e-16 9.43e-17 0.001 2.38 undef 0 0 LeftF06
P06120 308.919 123.903 7.87e-16 4.43e-16 2.58e-16 0.0 1.49 undef 0 0 LeftF06
P09505 308.957 124.43 1.82e-15 1.56e-15 9.60e-16 0.006 -3.62 167 50.027517886626306 0.1416679618231992 LeftF06
P01102 309.148 125.769 1.59e-16 1.26e-16 7.41e-17 0.002 1.53 undef 0 0 LeftF06
P02735 309.256 134.054 9.92e-16 1.40e-15 1.58e-15 0.05 0.22 20 0 0 LeftF06
P04345 309.363 123.945 8.85e-17 7.57e-17 3.96e-17 0.0 1.21 undef 50.027517886626306 0.14589738830173066 LeftF06
P10238 309.22 124.884 9.88e-15 5.57e-15 2.60e-15 -0.0 2.24 undef 0 0 LeftF06
P10162 309.349 125.217 1.73e-14 7.81e-15 3.67e-15 0.002 2.14 undef 0 0 LeftF06
P00485 309.509 124.588 1.62e-14 8.26e-15 3.40e-15 0.001 2.28 undef 0 0 LeftF06
P09972 309.499 125.453 9.37e-17 1.03e-16 5.28e-17 0.0 1.96 undef 50.027517886626306 0.16321227040761335 LeftF06
P07549 309.396 125.716 5.19e-15 2.60e-15 1.27e-15 0.002 1.61 undef 0 0 LeftF06
P02407 309.633 124.82 4.49e-17 3.56e-17 2.67e-17 0.001 1.87 undef 49.05558553696708 0.1753250406281052 LeftF06
P08225 309.873 128.465 5.41e-13 2.73e-13 1.32e-13 0.015 0.26 67 0 0 LeftF06
P10327 309.872 124.516 4.99e-16 3.34e-16 1.63e-16 0.002 2.08 undef 0 0 LeftF06
P00324 309.989 124.815 3.91e-13 2.76e-13 1.45e-13 0.003 0.42 undef 0 0 LeftF06
P02562 310.014 124.256 1.72e-14 9.80e-15 4.41e-15 0.001 0.71 undef 0 0 LeftF06
P06303 310.167 126.449 7.51e-16 6.45e-16 2.81e-16 0.002 0.19 undef 0 0 LeftF06
P07631 310.244 125.191 5.64e-17 4.68e-17 3.24e-17 0.002 1.19 undef 49.375339489407935 0.10928714711234463 LeftF06
P03360 310.051 125.282 2.72e-15 1.50e-15 6.12e-16 0.0 1.60 undef 0 0 LeftF06
P06630 310.243 124.827 4.59e-13 2.83e-13 1.66e-13 0.003 0.40 undef 0 0 LeftF06
P07690 310.165 123.199 1.14e-14 5.91e-15 2.79e-15 0.0 -0.01 undef 0 0 LeftF06
P02976 310.372 125.653 1.74e-14 5.74e-14 1.47e-13 0.0 1.49 undef 0 0 LeftF06
P01458 310.198 125.74 5.38e-15 3.39e-15 1.37e-15 0.001 0.30 undef 0 0 LeftF06
P01700 310.266 124.584 3.87e-16 2.24e-16 1.35e-16 0.002 1.11 undef 0 0 LeftF06
P02868 310.357 126.056 5.64e-16 3.74e-16 1.98e-16 0.002 0.20 undef 0 0 LeftF06
P00503 310.458 125.771 1.10e-15 6.11e-16 3.47e-16 0.0 1.12 undef 0 0 LeftF06
P01864 310.391 125.269 1.31e-17 2.12e-17 2.50e-17 0.005 -3.71 undef 0 0 LeftF06
P00364 310.438 125.704 1.62e-14 9.77e-15 4.50e-15 0.002 1.15 undef 0 0 LeftF06
P02158 310.574 126.05 4.98e-15 2.54e-15 1.23e-15 -0.0 0.64 undef 0 0 LeftF06
P08447 310.613 125.588 1.75e-16 1.28e-16 8.12e-17 0.003 1.13 undef 0 0 LeftF06
P02687 310.603 125.524 2.50e-14 1.29e-14 5.55e-15 0.001 0.95 undef 0 0 LeftF06
P07577 310.656 124.472 5.94e-17 4.57e-17 3.29e-17 -0.0 0.25 undef 49.375339489407935 0.14970911738602344 LeftF06
P04576 310.654 125.775 1.86e-14 7.24e-15 4.03e-15 0.001 0.76 undef 0 0 LeftF06
P06326 310.605 124.856 5.16e-13 3.48e-13 1.55e-13 0.002 0.19 undef 0 0 LeftF06
P04198 310.624 126.391 6.62e-16 4.11e-16 2.31e-16 0.003 -0.27 undef 0 0 LeftF06
P07013 310.769 125.909 5.54e-15 2.73e-15 1.50e-15 0.002 0.50 undef 0 0 LeftF06
P07516 310.789 125.003 2.41e-13 1.03e-13 5.49e-14 0.001 0.47 undef 0 0 LeftF06
P07325 310.772 125.775 5.79e-13 3.51e-13 1.92e-13 0.002 0.44 undef 0 0 LeftF06
P07259 310.753 125.748 3.20e-15 1.93e-15 8.99e-16 0.004 0.81 undef 0 0 LeftF06
P06360 310.713 125.884 7.33e-17 5.10e-17 3.92e-17 0.003 0.75 undef 49.80821917808219 0.1688188959530675 LeftF06
P01833 310.754 125.58 2.00e-13 9.45e-14 3.96e-14 0.002 0.98 undef 0 0 LeftF06
P09469 310.865 125.808 1.92e-16 1.38e-16 8.36e-17 0.001 0.26 undef 0 0 LeftF06
P04352 310.9 126.017 1.67e-13 2.89e-13 3.29e-13 0.002 0.48 undef 19.73941368078176 0.021617594621218227 LeftF06
P06258 310.89 124.883 5.26e-16 3.11e-16 2.05e-16 0.001 -0.04 undef 0 0 LeftF06
P03531 310.929 125.656 2.23e-16 1.84e-16 1.01e-16 -0.001 0.11 undef 0 0 LeftF06
P06492 310.799 126.21 7.35e-16 4.79e-16 2.51e-16 -0.001 0.26 undef 0 0 LeftF06
P10143 310.82 126.408 5.18e-13 3.34e-13 2.21e-13 0.002 -0.32 undef 0 0 LeftF06
P06918 310.812 125.919 8.77e-15 3.75e-15 1.63e-15 0.001 -0.10 undef 0 0 LeftF06
P00822 310.984 125.946 6.67e-15 3.38e-15 1.74e-15 0.002 0.32 undef 0 0 LeftF06
P06117 310.936 125.83 2.31e-17 1.80e-17 1.44e-17 -0.001 -0.07 undef 0 0 LeftF06
P00861 310.877 126.181 2.24e-15 1.69e-15 7.64e-16 0.001 -0.38 undef 0 0 LeftF06
P00466 311.075 126.454 1.68e-17 1.81e-17 1.51e-17 0.001 -0.50 undef 0 0 LeftF06
P01361 310.982 126.219 1.52e-17 1.64e-17 1.23e-17 0.001 -0.39 undef 0 0 LeftF06
P01139 311.026 127.02 1.04e-15 6.72e-16 4.00e-16 0.002 -0.71 undef 0 0 LeftF06
P00419 310.969 125.944 1.54e-15 1.05e-15 4.78e-16 0.001 -0.12 undef 0 0 LeftF06
P04236 310.967 125.993 7.36e-16 5.35e-16 2.91e-16 0.002 -0.05 undef 0 0 LeftF06
P02986 311.057 125.818 2.48e-15 1.45e-15 7.55e-16 0.001 -0.15 undef 0 0 LeftF06
P09674 310.992 126.353 1.65e-17 1.88e-17 1.08e-17 0.002 -0.63 undef 0 0 LeftF06
P02816 311.078 126.003 5.16e-16 3.44e-16 1.79e-16 0.003 -0.54 undef 0 0 LeftF06
P06974 310.961 125.079 4.84e-15 2.44e-15 1.51e-15 0.001 -0.27 undef 0 0 LeftF06
P04219 310.996 125.391 9.22e-17 6.25e-17 4.36e-17 0.002 -0.27 undef 51.03874227961819 0.17480171862213756 LeftF06
P03316 311.116 125.881 3.53e-16 2.39e-16 1.42e-16 -0.0 -0.17 undef 0 0 LeftF06
P03524 311.074 126.05 3.44e-17 3.15e-17 2.51e-17 0.003 -0.79 undef 48.635634028892454 0.1430193125044664 LeftF06
P05890 311.031 126.728 5.69e-16 4.12e-16 2.09e-16 0.001 -0.86 undef 0 0 LeftF06
P05602 311.091 126.208 2.05e-15 1.20e-15 5.05e-16 0.002 -0.70 undef 0 0 LeftF06
P05746 311.077 125.89 2.80e-16 2.02e-16 1.27e-16 0.001 -0.60 undef 0 0 LeftF06
P08797 311.111 125.713 1.97e-13 9.09e-14 5.55e-14 0.002 -0.57 undef 0 0 LeftF06
P09142 311.075 125.914 1.20e-14 7.20e-15 3.23e-15 0.002 -0.93 undef 0 0 LeftF06
P03428 311.154 125.843 4.55e-17 5.25e-17 3.17e-17 0.001 -0.92 undef 49.80821917808219 0.12174003843853425 LeftF06
P03526 311.152 126.022 3.07e-15 1.45e-15 7.20e-16 0.003 -1.26 undef 0 0 LeftF06
P09618 311.328 126.069 3.08e-16 1.99e-16 1.30e-16 0.003 -1.01 undef 0 0 LeftF06
P01926 311.152 126.253 1.72e-17 1.82e-17 1.44e-17 0.003 -1.07 undef 0 0 LeftF06
P06401 311.296 125.902 2.76e-17 2.44e-17 1.97e-17 -0.0 -0.79 undef 0 0 LeftF06
P04540 311.151 133.549 4.97e-17 6.11e-17 7.55e-17 0.006 -3.45 167 0 0 LeftF06
P04085 311.217 125.565 6.38e-17 4.66e-17 3.37e-17 0.003 -1.34 undef 49.05558553696708 0.1645972958055093 LeftF06
P03553 311.296 126.15 1.30e-16 9.84e-17 7.49e-17 0.002 -1.79 undef 0 0 LeftF06
P07202 311.223 126.089 9.38e-17 8.03e-17 5.89e-17 0.001 -1.48 undef 51.618398637137986 0.1224865289960317 LeftF06
P05936 311.406 126.046 1.55e-16 1.19e-16 7.95e-17 0.0 -1.38 undef 0 0 LeftF06
P05429 311.463 126.309 9.13e-17 7.34e-17 4.85e-17 0.002 -1.60 undef 50.24875621890547 0.10228969526868649 LeftF06
P02776 311.468 126.03 9.52e-17 8.47e-17 4.97e-17 0.001 -1.32 undef 50.13789299503585 0.13243565084192851 LeftF06
P08411 311.438 126.077 2.91e-15 1.65e-15 8.13e-16 0.0 -1.97 undef 0 0 LeftF06
P05778 311.438 125.745 1.10e-13 5.54e-14 2.66e-14 0.006 -3.59 167 0 0 LeftF06
P00413 311.46 126.024 2.87e-13 1.29e-13 5.76e-14 0.001 -1.29 undef 0 0 LeftF06
P00795 311.509 126.549 1.15e-15 5.82e-16 3.25e-16 0.001 -1.50 undef 0 0 LeftF06
P07713 311.709 126.864 3.72e-16 2.99e-16 1.61e-16 0.002 -1.86 undef 0 0 LeftF06
P09041 311.682 126.57 8.34e-17 6.44e-17 4.29e-17 0.001 -1.70 undef 50.13789299503585 0.16142492758543084 LeftF06
P04187 311.68 126.245 7.94e-15 3.70e-15 1.98e-15 0.001 -1.47 undef 0 0 LeftF06
P03294 311.693 126.271 4.37e-13 2.89e-13 1.56e-13 0.001 -2.43 undef 0 0 LeftF06
P08381 311.812 126.806 3.60e-17 3.40e-17 2.49e-17 0.0 -2.26 undef 48.635634028892454 0.115542829671307 LeftF06
P09439 311.828 126.943 2.92e-13 1.54e-13 7.77e-14 0.002 -1.94 undef 0 0 LeftF06
P07247 311.76 128.946 2.12e-12 1.42e-12 5.26e-13 0.021 0.95 48 0 0 LeftF06
P04067 311.83 126.419 4.27e-16 3.04e-16 1.75e-16 0.001 -2.41 undef 0 0 LeftF06
P06129 311.85 126.23 3.57e-17 2.55e-17 2.04e-17 0.001 -1.94 undef 49.05558553696708 0.1213918056927031 LeftF06
P04952 311.876 126.31 3.57e-16 2.43e-16 1.30e-16 0.001 -1.79 undef 0 0 LeftF06
P07193 311.987 126.505 1.41e-16 1.11e-16 7.94e-17 0.003 -2.63 undef 0 0 LeftF06
P05861 311.96 126.809 3.15e-17 3.48e-17 2.25e-17 0.001 -2.81 undef 0 0 LeftF06
P08090 311.95 126.962 3.40e-16 2.22e-16 1.62e-16 0.002 -2.70 undef 0 0 LeftF06
P03563 312.189 126.796 2.97e-15 1.74e-15 8.42e-16 0.002 -2.95 undef 0 0 LeftF06
P01311 312.191 126.438 4.51e-16 3.16e-16 1.61e-16 0.001 -1.92 undef 0 0 LeftF06
P03206 312.109 127.404 1.80e-16 1.21e-16 7.83e-17 0.001 -2.75 undef 0 0 LeftF06
P09593 312.362 127.688 2.05e-14 8.23e-15 3.93e-15 -0.001 -2.14 undef 0 0 LeftF06
P03324 312.413 126.544 3.35e-15 1.70e-15 8.15e-16 0.001 -2.48 undef 0 0 LeftF06
P07165 312.354 126.858 1.57e-15 1.06e-15 4.96e-16 0.001 -3.16 undef 0 0 LeftF06
P06841 312.439 125.699 1.36e-15 8.35e-16 4.25e-16 0.001 -1.35 undef 0 0 LeftF06
P02697 312.384 127.234 1.77e-14 7.54e-15 3.48e-15 0.002 -3.07 undef 0 0 LeftF06
P00422 312.572 126.46 1.18e-15 7.83e-16 4.73e-16 0.001 -2.58 undef 0 0 LeftF06
P04617 312.602 127.578 8.10e-16 4.39e-16 2.41e-16 0.002 -2.54 undef 0 0 LeftF06
P09639 312.671 127.777 2.50e-17 2.64e-17 1.95e-17 0.001 -2.06 undef 0 0 LeftF06
P01963 312.679 126.697 7.20e-16 4.90e-16 2.65e-16 0.003 -3.30 undef 0 0 LeftF06
P00530 312.773 134.72 2.82e-13 1.90e-13 7.17e-14 0.021 0.98 48 0 0 LeftF06
P06523 312.889 126.982 4.84e-16 3.11e-16 1.57e-16 0.0 -2.24 undef 0 0 LeftF06
P02506 312.866 126.61 1.43e-17 1.36e-17 1.06e-17 0.003 -2.28 undef 0 0 LeftF06
P08236 313.164 126.652 1.28e-16 8.79e-17 7.58e-17 0.002 -3.03 undef 0 0 LeftF06
P07080 313.287 127.223 1.90e-17 1.98e-17 1.62e-17 0.001 -3.27 undef 0 0 LeftF06
P08212 313.311 128.531 5.41e-15 3.62e-15 1.63e-15 0.0 -2.91 undef 0 0 LeftF06
P07466 313.523 128.165 1.82e-16 1.52e-16 8.47e-17 0.001 -2.97 undef 0 0 LeftF06
P03138 313.718 127.97 2.60e-15 1.56e-15 7.09e-16 0.002 -3.64 undef 0 0 LeftF06
P06924 313.759 128.335 1.36e-17 1.23e-17 9.66e-18 0.002 -3.33 undef 0 0 LeftF06
P01991 313.801 127.786 3.47e-15 2.07e-15 9.06e-16 -0.0 -3.55 undef 0 0 LeftF06
P02890 313.933 128.593 1.64e-16 1.27e-16 9.00e-17 0.0 -3.39 undef 0 0 LeftF06
P03485 314.122 129.417 1.88e-15 1.11e-15 5.51e-16 0.0 -2.79 undef 0 0 LeftF06
P04024 314.295 127.54 2.29e-15 1.21e-15 5.93e-16 0.001 -3.48 undef 0 0 LeftF06
P07946 314.512 127.756 1.87e-15 1.53e-15 1.11e-15 0.007 -3.57 143 50.360110803324105 0.15574051609102013 LeftF06
P08423 314.938 127.378 3.16e-17 3.62e-17 2.15e-17 0.001 -2.74 undef 48.73994638069705 0.12605380979888184 LeftF06
P04360 314.971 127.608 2.67e-17 2.37e-17 2.21e-17 0.001 -3.28 undef 0 0 LeftF06
P07258 68.539 91.962 1.34e-12 6.82e-13 3.21e-13 0.014 1.01 71 0 0 RightB04
P01099 103.064 56.013 7.64e-13 4.71e-13 2.48e-13 0.034 0.40 29 0 0 RightD01
P01377 119.235 46.71 2.89e-14 2.21e-14 1.23e-14 0.011 0.33 91 0 0 RightE01
P07623 110.7 74.766 1.72e-17 1.88e-17 1.38e-17 0.002 4.39 undef 0 0 RightE02
P00560 113.182 71.739 6.56e-15 3.28e-15 1.56e-15 -0.0 3.22 undef 0 0 RightE02
P05024 115.194 72.619 1.71e-15 9.97e-16 5.23e-16 -0.0 3.55 undef 0 0 RightE02
P10078 115.8 73.633 4.02e-15 2.25e-15 1.13e-15 0.002 3.97 undef 0 0 RightE02
P04654 115.995 72.591 1.20e-16 9.82e-17 6.10e-17 -0.0 3.29 undef 0 0 RightE02
P09963 116.066 74.458 2.01e-17 1.77e-17 1.48e-17 0.002 4.08 undef 0 0 RightE02
P07536 116.321 74.759 1.01e-14 4.79e-15 2.29e-15 0.001 3.89 undef 0 0 RightE02
P06776 116.506 72.999 4.60e-17 4.32e-17 3.07e-17 0.001 3.81 undef 48.635634028892454 0.12277061910076231 RightE02
P05399 116.492 73.094 3.37e-15 1.90e-15 8.65e-16 0.002 3.56 undef 0 0 RightE02
P08253 116.562 73.279 5.22e-13 3.31e-13 2.05e-13 0.002 3.83 undef 0 0 RightE02
P06748 116.712 73.942 5.26e-16 3.56e-16 2.03e-16 0.002 3.85 undef 0 0 RightE02
P09170 116.788 73.294 1.43e-16 9.93e-17 6.06e-17 -0.0 3.76 undef 0 0 RightE02
P08476 116.766 72.704 2.39e-13 1.01e-13 5.07e-14 -0.001 3.58 undef 0 0 RightE02
P09460 116.903 72.75 1.18e-14 6.26e-15 2.91e-15 0.002 3.35 undef 0 0 RightE02
P08644 117.033 72.786 6.79e-15 3.18e-15 1.68e-15 0.002 3.25 undef 0 0 RightE02
P04857 116.913 73.459 2.82e-17 2.71e-17 1.93e-17 0.002 3.62 undef 0 0 RightE02
P10323 117.138 73.479 1.25e-15 7.08e-16 4.20e-16 0.002 3.46 undef 0 0 RightE02
P06412 117.275 72.571 5.39e-16 3.74e-16 2.22e-16 0.001 3.16 undef 0 0 RightE02
P09558 117.324 72.292 6.16e-15 3.69e-15 1.63e-15 0.002 2.47 undef 0 0 RightE02
P09011 117.516 72.295 1.38e-15 7.65e-16 4.30e-16 0.001 2.42 undef 0 0 RightE02
P07835 117.581 73.042 9.59e-15 4.67e-15 2.04e-15 0.001 3.21 undef 0 0 RightE02
P04221 117.664 73.054 3.35e-15 1.98e-15 9.08e-16 0.001 3.21 undef 0 0 RightE02
P07530 117.799 71.625 1.18e-16 9.98e-17 6.66e-17 0.001 1.73 undef 0 0 RightE02
P04401 117.727 74.328 1.38e-17 1.53e-17 1.15e-17 0.002 2.77 undef 0 0 RightE02
P03880 117.899 73.22 1.57e-15 9.06e-16 4.65e-16 0.002 2.99 undef 0 0 RightE02
P10112 117.867 73.226 1.64e-17 1.63e-17 1.18e-17 0.001 3.17 undef 0 0 RightE02
P02817 117.927 72.883 1.51e-15 8.63e-16 4.15e-16 0.003 2.89 undef 0 0 RightE02
P03253 117.776 72.539 4.36e-15 2.32e-15 1.11e-15 0.002 2.86 undef 0 0 RightE02
P07933 117.891 73.747 5.89e-17 4.69e-17 3.49e-17 0.002 2.44 undef 49.26829268292683 0.1415244098883774 RightE02
P02391 118.073 72.591 2.15e-16 1.68e-16 9.12e-17 -0.0 2.68 undef 0 0 RightE02
P02556 118.094 72.68 9.44e-15 4.53e-15 2.31e-15 0.0 2.54 undef 0 0 RightE02
P06676 118.222 74.713 1.84e-16 1.37e-16 7.91e-17 0.001 2.17 undef 0 0 RightE02
P03544 118.254 71.736 2.90e-16 2.33e-16 1.34e-16 0.001 1.50 undef 0 0 RightE02
P09604 118.104 72.868 4.58e-15 2.40e-15 1.21e-15 0.002 2.64 undef 0 0 RightE02
P09435 118.215 72.617 8.80e-16 5.60e-16 3.06e-16 0.002 2.42 undef 0 0 RightE02
P09517 118.2 72.892 2.25e-17 2.10e-17 1.79e-17 0.002 2.67 undef 0 0 RightE02
P08316 118.266 72.809 2.20e-17 2.36e-17 1.78e-17 0.001 2.62 undef 0 0 RightE02
P04762 118.298 73.067 7.83e-17 5.79e-17 4.04e-17 0.002 2.42 undef 49.80821917808219 0.14420199118693366 RightE02
P03832 118.37 74.437 1.27e-14 6.36e-15 3.00e-15 -0.001 2.08 undef 0 0 RightE02
P08035 118.329 74.135 2.92e-16 1.77e-16 1.04e-16 0.001 2.14 undef 0 0 RightE02
P01453 118.366 72.244 2.38e-16 1.88e-16 9.93e-17 -0.0 1.82 undef 0 0 RightE02
P03453 118.48 71.84 8.30e-17 6.70e-17 4.20e-17 0.001 1.15 undef 50.24875621890547 0.09458171265640848 RightE02
P00504 118.374 71.965 2.07e-17 2.08e-17 1.77e-17 0.002 1.19 undef 0 0 RightE02
P01917 118.424 72.41 2.02e-13 1.02e-13 4.64e-14 -0.0 2.16 undef 0 0 RightE02
P00646 118.364 73.06 2.96e-16 2.21e-16 1.26e-16 0.003 1.93 undef 0 0 RightE02
P00426 118.458 72.056 3.93e-17 3.74e-17 2.56e-17 0.0 1.11 undef 48.84470714669533 0.10936304886830046 RightE02
P01255 118.447 72.481 7.30e-16 4.76e-16 2.37e-16 -0.0 1.90 undef 0 0 RightE02
P09403 118.427 73.041 3.17e-17 2.86e-17 2.10e-17 0.002 1.74 undef 48.531767218366255 0.11174608685664471 RightE02
P04772 118.604 72.423 8.81e-16 5.86e-16 3.02e-16 0.001 1.61 undef 0 0 RightE02
P03587 118.509 73.136 4.93e-16 3.47e-16 1.93e-16 0.003 1.70 undef 0 0 RightE02
P09020 118.593 72.753 9.14e-17 7.33e-17 4.65e-17 0.001 1.77 undef 50.92436974789916 0.12745772429281244 RightE02
P06646 118.538 71.611 4.80e-13 3.05e-13 1.70e-13 0.001 0.71 undef 0 0 RightE02
P09796 118.523 72.385 3.76e-13 2.25e-13 9.78e-14 0.002 1.11 undef 0 0 RightE02
P07601 118.6 72.387 4.85e-15 2.43e-14 7.50e-14 0.0 0.97 undef 0 0 RightE02
P01355 118.625 72.563 1.02e-16 7.97e-17 5.25e-17 0.0 1.27 undef 51.618398637137986 0.13939499333102104 RightE02
P04022 118.652 70.631 1.62e-16 1.34e-16 7.70e-17 0.0 0.53 undef 0 0 RightE02
P06053 118.61 72.489 2.56e-15 1.51e-15 7.02e-16 0.002 1.04 undef 0 0 RightE02
P10008 118.712 72.762 5.21e-16 3.75e-16 2.21e-16 -0.001 1.69 undef 0 0 RightE02
P02650 118.78 72.366 1.64e-13 2.82e-13 2.62e-13 0.002 0.79 undef 19.68810916179337 0.06430481761131199 RightE02
P09833 118.89 72.646 1.28e-14 6.64e-15 3.18e-15 -0.0 1.30 undef 0 0 RightE02
P07618 118.726 69.68 1.43e-16 1.18e-16 6.44e-17 0.001 0.31 undef 0 0 RightE02
P04344 118.714 72.486 3.31e-16 2.21e-16 1.35e-16 -0.0 0.59 undef 0 0 RightE02
P00385 118.708 72.52 1.08e-17 1.24e-17 1.00e-17 0.0 0.59 undef 0 0 RightE02
P08776 118.914 73.88 4.93e-16 3.03e-16 1.72e-16 0.004 1.61 undef 0 0 RightE02
P05221 118.728 72.542 7.45e-15 3.50e-15 1.57e-15 0.0 0.83 undef 0 0 RightE02
P08621 118.833 72.779 3.61e-17 3.70e-17 2.44e-17 0.001 0.93 undef 48.84470714669533 0.1299340789027354 RightE02
P04213 118.83 72.341 4.62e-13 3.63e-13 1.83e-13 0.001 0.30 undef 0 0 RightE02
P00071 118.8 72.374 6.58e-15 3.11e-15 1.56e-15 0.001 0.47 undef 0 0 RightE02
P02305 118.811 71.941 6.29e-15 3.39e-15 1.61e-15 0.001 0.47 undef 0 0 RightE02
P06157 118.783 72.404 4.58e-13 2.54e-13 1.35e-13 -0.0 0.57 undef 0 0 RightE02
P08509 118.881 72.149 1.10e-16 9.83e-17 5.88e-17 0.001 0.41 undef 0 0 RightE02
P01998 118.847 72.05 4.28e-17 3.54e-17 2.71e-17 0.004 -0.08 undef 48.949919224555735 0.09583580994028282 RightE02
P09327 118.774 72.093 3.54e-16 2.58e-16 1.29e-16 0.001 0.24 undef 0 0 RightE02
P09689 118.791 72.115 4.06e-13 2.57e-13 1.34e-13 0.001 0.28 undef 0 0 RightE02
P08016 118.803 72.083 1.36e-16 1.16e-16 7.36e-17 0.001 0.32 undef 0 0 RightE02
P09766 118.85 71.716 6.04e-17 6.08e-17 3.98e-17 0.002 0.32 undef 49.48285247686445 0.18849558860391435 RightE02
P08113 118.924 72.731 1.73e-13 2.26e-13 3.01e-13 -0.002 0.58 undef 0 0 RightE02
P09312 118.886 72.039 1.27e-17 1.26e-17 1.13e-17 0.0 -0.04 undef 0 0 RightE02
P04539 119.014 72.27 1.40e-17 1.52e-17 1.14e-17 0.001 0.03 undef 0 0 RightE02
P08945 118.918 72.825 1.86e-15 1.11e-15 5.30e-16 0.002 0.82 undef 0 0 RightE02
P07297 119.039 72.737 2.17e-13 3.02e-13 2.94e-13 0.0 0.90 undef 19.435535599743424 0.012305542857590985 RightE02
P07780 119.051 71.724 3.19e-13 1.84e-13 8.05e-14 0.004 0.03 undef 0 0 RightE02
P04348 119.112 72.166 1.21e-16 1.04e-16 6.44e-17 0.001 -0.18 undef 0 0 RightE02
P08898 119.03 72.76 4.70e-13 3.66e-13 1.99e-13 0.001 0.49 undef 0 0 RightE02
P07759 119.259 70.875 1.01e-17 1.09e-17 9.28e-18 0.001 0.03 undef 0 0 RightE02
P04836 119.23 71.454 1.27e-14 7.02e-15 3.32e-15 0.0 -0.68 undef 0 0 RightE02
P03905 119.197 72.037 1.86e-16 1.51e-16 8.92e-17 -0.001 -0.37 undef 0 0 RightE02
P00358 119.237 73.031 3.56e-13 3.46e-13 2.96e-13 0.004 0.55 undef 0 0 RightE02
P00085 119.395 72.015 1.23e-15 7.92e-16 3.71e-16 0.002 -0.57 undef 0 0 RightE02
P03643 119.331 71.585 1.24e-14 5.47e-15 2.75e-15 0.001 -0.52 undef 0 0 RightE02
P03987 119.415 73.163 4.79e-15 2.56e-15 1.26e-15 0.001 0.70 undef 0 0 RightE02
P04295 119.558 71.124 1.10e-15 6.62e-16 3.57e-16 0.002 -0.60 undef 0 0 RightE02
P06705 119.54 71.373 1.07e-15 7.27e-16 3.66e-16 0.0 -0.83 undef 0 0 RightE02
P00625 119.813 72.74 2.18e-14 1.09e-14 4.76e-15 0.001 0.05 undef 0 0 RightE02
P07284 119.983 72.192 4.49e-13 2.72e-13 1.39e-13 0.0 -0.73 undef 0 0 RightE02
P06151 119.844 71.317 1.15e-14 5.21e-15 2.42e-15 0.001 -1.08 undef 0 0 RightE02
P01714 119.812 70.151 7.18e-15 3.67e-15 1.85e-15 0.001 -0.66 undef 0 0 RightE02
P02005 119.875 71.605 2.03e-14 9.84e-15 4.21e-15 0.001 -1.05 undef 0 0 RightE02
P05037 114.412 78.17 9.24e-17 5.85e-17 4.17e-17 0.001 3.59 undef 50.13789299503585 0.12551826276718564 RightE03
P06680 115.014 75.205 1.02e-15 6.08e-16 3.15e-16 -0.002 4.25 undef 0 0 RightE03
P07213 115.956 76.604 2.32e-17 2.11e-17 1.63e-17 0.002 3.24 undef 0 0 RightE03
P08321 116.106 75.587 2.39e-17 2.21e-17 1.48e-17 0.001 3.56 undef 0 0 RightE03
P08266 117.495 77.081 2.94e-17 2.79e-17 1.85e-17 0.0 2.36 undef 49.48285247686445 0.12015594434944026 RightE03
P01657 120.082 73.815 2.88e-13 1.70e-13 7.39e-14 0.001 0.62 undef 0 0 RightF02
P03505 120.249 71.87 2.00e-13 1.01e-13 4.72e-14 -0.0 -0.95 undef 0 0 RightF02
P00620 120.222 71.29 2.59e-15 1.45e-15 7.96e-16 -0.001 -1.25 undef 0 0 RightF02
P02149 120.419 70.896 1.95e-17 1.81e-17 1.62e-17 0.001 -1.28 undef 0 0 RightF02
P03566 120.751 73.691 3.70e-15 2.19e-15 1.08e-15 -0.0 0.30 undef 0 0 RightF02
P05862 120.832 73.878 3.70e-17 3.03e-17 2.31e-17 0.001 0.34 undef 49.80821917808219 0.13162778080428308 RightF02
P01528 120.851 69.601 3.57e-13 2.13e-13 9.62e-14 0.002 -1.20 undef 0 0 RightF02
P01921 121.039 71.349 1.24e-15 7.88e-16 4.14e-16 0.0 -1.46 undef 0 0 RightF02
P08231 121.14 70.747 7.43e-17 6.07e-17 4.20e-17 0.002 -1.58 undef 50.81050866405813 0.11710954840086168 RightF02
